Samples	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus
ERR1897056	1	195	0.00513	41	10161	0.00404	NSW	773.4507201	784.246268656716	6.77875044087	0.982306774266	0.981807511737	499
ERR1897057	1	252	0.00397	10	10111	0.00099	NSW	1465.51373145	1447.5487804878	6.68582972535	0.949793967191	0.960621351539	887
ERR1897066	2	342	0.00585	53	10132	0.00523	NSW	1430.42302219	1476.09937888199	7.85357460405	0.989664385081	0.96299970241	953
ERR1897077	1	166	0.00602	7	10203	0.00069	NSW	593.53679548	634.745614035088	5.92970502568	0.955445342479	0.985710091025	405
ERR1897082	1	175	0.00571	16	10175	0.00157	NSW	812.504226602	835.887640449438	6.46639334654	0.972900369285	0.977132805629	519
ERR1897092	0	221	0	0	10158	0	NSW	1041.63103231	1027.13586956522	6.46464724079	0.961086872666	0.974599452911	614
ERR1897105	1	234	0.00427	23	10108	0.00228	NSW	1452.97168573	1561.98837209302	6.84371050917	0.970124880303	0.960109622412	835
ERR1897120	1	169	0.00592	18	10179	0.00177	NSW	879.243371093	844.845070422535	6.15798418593	0.957979941989	0.978852555316	492
ERR1897123	1	166	0.00602	15	10200	0.00147	NSW	645.726121265	718.676470588235	6.3076493325	0.976259637895	0.984089799902	424
ERR1897125	1	205	0.00488	20	10137	0.00197	NSW	1014.49933838	1040.16025641026	6.47996422639	0.966510266236	0.974762789788	575
ERR1897138	0	154	0	0	10225	0	NSW	525.914264832	533.147058823529	6.21722171619	0.974525759081	0.987606128623	365
ERR1897139	1	259	0.00386	20	10116	0.00198	NSW	1218.62543331	1413.90131578947	7.00323478782	0.97939074638	0.969027845628	707
ERR1897145	0	165	0	0	10222	0	NSW	584.739549677	605.349056603774	6.34573180727	0.975542323218	0.986241217799	402
ERR1897154	1	207	0.00483	12	10164	0.00118	NSW	747.058537269	813.006944444444	6.94059665503	0.984663687671	0.982186551825	514
ERR1897162	0	166	0	0	10213	0	NSW	616.768133054	678.118421052632	6.46734153974	0.979327516356	0.986140933047	378
ERR1897171	0	141	0	0	10197	0	NSW	461.28575266	472.347826086957	5.92025635804	0.96242781741	0.989748096075	326
ERR1897175	0	181	0	0	10216	0	NSW	679.539337275	694.915254237288	6.5224313091	0.97881231308	0.983984375	441
ERR1897177	0	155	0	0	10194	0	NSW	512.56417619	539.375	6.431349117	0.979210955946	0.988157505181	358
ERR1897182	1	233	0.00429	19	10138	0.00187	NSW	1633.01863472	1779.92307692308	6.36488419826	0.921703599388	0.958120330319	842
ERR1897193	0	160	0	0	10194	0	NSW	651.538503247	711	6.18277285488	0.964001112248	0.984457478006	408
ERR1897195	0	165	0	0	10218	0	NSW	555.668529345	552.633333333333	6.10951929678	0.957302035446	0.987491449233	392
ERR1897203	0	273	0	0	10062	0	NSW	2045.16805592	1995.37068965517	7.05000440554	0.970878827629	0.946577795464	1053
ERR1897204	0	146	0	0	10220	0	NSW	555.346923822	556.156862745098	6.03716751326	0.963663890133	0.986920449	356
ERR1897217	1	245	0.00408	25	10107	0.00247	NSW	1537.52294461	1621.52155172414	7.23208666677	0.981807869252	0.960101265823	829
ERR1897220	1	173	0.00578	24	10199	0.00235	NSW	687.784949077	743.723214285714	6.01119626825	0.944548460989	0.982911825017	458
ERR1897223	1	228	0.00439	29	10080	0.00288	NSW	1330.20581097	1420.86746987952	6.88756685091	0.977280966401	0.9673891818	697
ERR1897229	1	216	0.00463	17	10173	0.00167	NSW	787.218642017	827.670103092784	6.20495417937	0.948855811411	0.980146609652	546
ERR1897256	1	268	0.00373	22	10144	0.00217	NSW	1480.60783991	1504.50364963504	6.96132058462	0.97398547491	0.960813345178	866
ERR1897264	1	216	0.00463	14	10148	0.00138	NSW	1085.57971126	1089.64566929134	6.26557214674	0.960209426798	0.970975193331	675
ERR1897266	1	320	0.00313	9	10133	0.00089	NSW	1728.8089191	1655.1456043956	7.90863023711	0.989554996683	0.955178501373	1035
ERR1897283	0	122	0	0	10202	0	NSW	505.303083324	540.107142857143	5.5059624505	0.943154282231	0.987765488891	329
ERR1897292	1	276	0.00362	75	10097	0.00743	NSW	1820.15706402	2044.98275862069	7.453645223	0.9862985713	0.952308626974	935
ERR1897293	1	191	0.00524	30	10210	0.00294	NSW	704.221656046	732.033333333333	6.22289726188	0.952816543805	0.983307301835	459
ERR1897300	1	245	0.00408	34	10099	0.00337	NSW	1287.86990672	1282.95544554455	7.1089334293	0.983151219802	0.968129826963	721
ERR1897303	1	230	0.00435	22	10149	0.00217	NSW	1699.36631687	1693.13669064748	6.11620933043	0.939079016342	0.955639172195	882
ERR1897311	1	277	0.00361	16	10126	0.00158	NSW	1407.0085048	1457.96896551724	6.40876810261	0.955287223859	0.961914158855	872
ERR1897333	0	142	0	0	10175	0	NSW	576.073785012	611.793103448276	5.54587568851	0.940917438096	0.985809356038	386
ERR1897340	1	195	0.00513	24	10157	0.00236	NSW	855.527715838	897.69014084507	6.29334538616	0.967785239595	0.978783730935	524
ERR1897345	1	166	0.00602	26	10186	0.00255	NSW	687.711447758	748.982456140351	5.93690434445	0.951798862539	0.983194919394	438
ERR1897348	1	238	0.0042	22	10037	0.00219	NSW	1668.74700602	1708.40291262136	6.86579784389	0.97742230221	0.958968347011	803
ERR1897351	0	237	0	0	10185	0	NSW	740.74792847	810.352941176471	6.42821858786	0.962379753931	0.982226194022	570
ERR1897356	1	223	0.00448	18	10129	0.00178	NSW	1138.60426909	1268.43902439024	6.6667035002	0.973882587049	0.97139746635	649
ERR1897362	1	344	0.00291	7	10169	0.00069	NSW	895.777131586	918.165322580645	6.94310374708	0.955101746511	0.980614052352	736
ERR1897364	0	149	0	0	10193	0	NSW	667.716669217	692.760416666667	6.48806153405	0.979403802683	0.984838110144	403
ERR1897365	2	322	0.00621	32	10085	0.00317	NSW	1978.44352531	2028.33333333333	7.74565142757	0.985073966568	0.949689869056	1057
ERR1897367	1	196	0.0051	59	10141	0.00582	NSW	920.472859226	971.557894736842	6.0898991296	0.952706014484	0.976031824963	596
ERR1897390	1	227	0.00441	56	10090	0.00555	NSW	1378.97702473	1617.28947368421	7.06623021445	0.982079641828	0.965611567018	720
ERR1897398	2	203	0.00985	28	10122	0.00277	NSW	1500.90897485	1475.23684210526	5.8719768967	0.92823489282	0.960194078622	803
ERR1897403	1	176	0.00568	24	10174	0.00236	NSW	612.46591286	630.258064516129	6.50714059884	0.978156175535	0.985430722597	428
ERR1897411	0	172	0	0	10199	0	NSW	564.022178735	602.027397260274	5.9011868895	0.956898895106	0.984818262411	437
ERR1897419	1	276	0.00362	11	10200	0.00108	NSW	851.110073808	913.389423076923	6.61879170057	0.966870627661	0.979944674965	666
ERR1897420	0	226	0	0	10188	0	NSW	612.480746822	694.408333333333	6.14028899639	0.951249760863	0.98626153229	490
ERR1897451	0	99	0	0	10168	0	NSW	795.099252762	732.112068965517	5.69246248779	0.95279728615	0.981595692609	401
ERR1897464	0	202	0	0	10050	0	NSW	1467.62310246	1578.17821782178	6.7032192031	0.971874428044	0.961542244517	778
ERR1897487	0	170	0	0	10028	0	NSW	1888.18169072	1869.90086206897	6.06662598073	0.949052646915	0.94891690915	828
ERR1897488	0	99	0	0	10138	0	NSW	1211.42022283	1077.32666666667	4.84941593223	0.922689570185	0.971724880149	497
ERR1897495	0	259	0	0	10063	0	NSW	1968.93374655	1940.71111111111	6.53939475808	0.95893182654	0.945855483363	1061
ERR1897503	0	249	0	0	10140	0	NSW	920.373728998	992.469026548673	6.16043950107	0.949704402754	0.974463206171	673
ERR1897504	0	186	0	0	10189	0	NSW	1012.83496681	1096.5	6.07621371519	0.949918033065	0.970947186521	589
ERR1897506	0	276	0	0	10164	0	NSW	881.035900505	944.220720720721	6.44928807296	0.95216830343	0.974665891923	675
ERR1897512	0	256	0	0	10103	0	NSW	1250.3133572	1253.50340136054	6.82367872506	0.952339088526	0.967211470972	811
ERR1897524	0	123	0	0	10117	0	NSW	1245.75688102	1251.02054794521	5.74173437715	0.947490949535	0.969592937715	570
ERR1897525	0	104	0	0	10127	0	NSW	1375.78029809	1267.6	5.26258182622	0.93801450032	0.967691095351	551
ERR1897531	0	94	0	0	10098	0	NSW	1244.83518534	1273.68243243243	5.38421714811	0.947950693364	0.968609426951	553
ERR1897543	0	138	0	0	10033	0	NSW	1820.72851411	1633.63461538462	5.69954744895	0.945249270856	0.954603392489	793
ERR1897550	0	186	0	0	10148	0	NSW	1153.63592737	1252.1875	5.94033881071	0.937799352082	0.969241558962	648
ERR1897565	0	220	0	0	10135	0	NSW	793.768225237	847.396551724138	5.98890380472	0.939211990175	0.979918864097	603
ERR1897572	0	142	0	0	10000	0	NSW	1804.40297219	1799.265625	5.47161215119	0.924555995268	0.951743955608	832
ERR1897584	0	172	0	0	10082	0	NSW	1802.38674112	1743.06349206349	6.36647929952	0.962745854334	0.954182678096	841
ERR1897590	0	244	0	0	10172	0	NSW	793.344776235	831.49504950495	6.67315987044	0.970038437381	0.981803797468	624
ERR1897598	0	301	0	0	10113	0	NSW	1135.39237263	1181.01265822785	6.5306033509	0.959636987497	0.970300937346	835
ERR1897600	0	227	0	0	10122	0	NSW	1545.80256558	1570.80620155039	6.77975692317	0.960626988344	0.959559916741	846
ERR1897608	0	245	0	0	10088	0	NSW	1317.47438664	1320.4238410596	7.13075589491	0.980127705081	0.964694082247	831
ERR1897618	0	171	0	0	10095	0	NSW	1308.7098373	1250.78640776699	6.28939451793	0.967363293482	0.966448931116	668
ERR1897622	0	259	0	0	10144	0	NSW	989.501007139	1029.67094017094	6.85084240031	0.967606093198	0.973673169708	696
ERR1897627	0	190	0	0	10055	0	NSW	2227.19792824	2130.95481927711	5.96139542846	0.941016916571	0.942156862745	1022
ERR1897628	0	135	0	0	10149	0	NSW	1183.62059248	1223.97297297297	6.26061985955	0.968854589286	0.963142218913	557
ERR1897663	0	202	0	0	10156	0	NSW	1145.33771104	1157.66666666667	6.72261428051	0.974782802322	0.968569326185	675
ERR1897664	0	218	0	0	10110	0	NSW	1806.54642862	1969.12	6.62266124837	0.967529654244	0.954627584822	839
ERR1897679	0	252	0	0	10088	0	NSW	1869.66932145	1956.28148148148	7.2767021649	0.980814164527	0.951307925933	988
ERR1897680	0	157	0	0	10182	0	NSW	985.159890196	1065.54225352113	5.49003897895	0.927569339872	0.97442680776	561
ERR1897692	0	318	0	0	10192	0	NSW	1038.79070461	1073.16363636364	7.96703514225	0.984568001625	0.979130095572	865
ERR1897697	0	209	0	0	10153	0	NSW	1054.67725891	1073.32882882883	7.44306053227	0.984430975858	0.974679831851	748
ERR1897700	0	233	0	0	10098	0	NSW	1371.83333612	1425.05592105263	7.80584864644	0.986724780842	0.965192665948	960
ERR1897735	0	150	0	0	10127	0	NSW	1745.32511187	1718.936	5.82285128004	0.946858007168	0.954452155215	790
ERR1897751	0	206	0	0	10110	0	NSW	945.271343292	989.219047619048	7.28325755609	0.982713755208	0.977801787644	708
ERR1897766	0	290	0	0	10169	0	NSW	949.017846105	968.968992248062	7.22386486898	0.979400785721	0.978333992877	750
ERR2012671	0	169	0	0	10200	0	NSW	1338.4640536	1386.88947368421	5.63737700612	0.930542100352	0.965883393963	647
ERR2012704	0	132	0	0	10005	0	NSW	1512.73793078	1634.22448979592	5.45394041415	0.932666824825	0.963467120408	632
ERR2012755	0	213	0	0	10195	0	NSW	1560.56870311	1659.13636363636	6.88560294635	0.979211116171	0.960461447446	781
ERR2012756	0	244	0	0	10174	0	NSW	2191.87885876	2136.05633802817	7.28901306932	0.984363170604	0.946276910922	982
DRR027530	2	81	0.02469	45	9884	0.00455	SW	653.539869043	681.828767123288	5.85797200141	0.945979014559	0.983526410883	500
DRR027533	1	120	0.00833	18	9728	0.00185	SW	430.721051006	446.360465116279	6.68012055998	0.973766652887	0.992188397473	379
DRR028683	1	130	0.00769	18	10215	0.00176	SW	1134.35194472	1261.10526315789	6.49350825427	0.965882658734	0.970906960851	665
DRR028690	2	136	0.01471	20	10214	0.00196	SW	1178.88787841	1168.61904761905	6.46961031923	0.957209709754	0.970123022847	706
DRR028692	0	147	0	0	10209	0	SW	2065.75136407	2114.23255813953	6.4414965735	0.942836259596	0.947933965029	975
DRR028695	1	164	0.0061	9	10229	0.00088	SW	1688.26050855	1704.87218045113	6.85226662334	0.95788430183	0.956165185981	924
DRR028723	0	215	0	0	10168	0	SW	3558.28207642	3311.17383512545	7.50180725997	0.964995306972	0.906625036589	1660
DRR028737	0	222	0	0	10202	0	SW	3177.45171275	2972.9011627907	8.0302754377	0.983087501775	0.917154566745	1574
DRR028749	0	154	0	0	10177	0	SW	2556.33443028	2770.68992248062	6.83465518018	0.956481438896	0.936591552044	1121
DRR057927	1	364	0.00275	20	9678	0.00207	SW	1185.41164654	1251.31557377049	9.21728535349	0.996950338003	0.981425091352	1085
DRR057928	2	363	0.00551	23	9576	0.0024	SW	1196.39389394	1254.68376068376	9.25959870081	0.997081987903	0.981578947368	1099
DRR057929	1	328	0.00305	16	9519	0.00168	SW	1228.86826423	1299.62592592593	9.26414968673	0.997015935035	0.980058163689	1123
DRR057934	0	323	0	0	9801	0	SW	921.515655524	988.446808510638	8.50944558724	0.994155433742	0.984721939295	832
DRR075441	2	155	0.0129	58	9972	0.00582	SW	572.711684005	603.556818181818	7.0990194109	0.981816050794	0.98835125448	447
DRR089775	0	27	0	0	9982	0	SW	365.036989891	345.45	4.85383801438	0.92104700515	0.988586595886	234
DRR089777	0	33	0	0	9956	0	SW	353.99662077	385.285714285714	5.14802526319	0.944435000457	0.988413903316	229
ERR1103000	0	61	0	0	10116	0	SW	376.456143614	385.409090909091	6.09073348202	0.973149662106	0.992092932448	286
ERR1103029	0	74	0	0	10033	0	SW	529.806676972	555.176470588235	6.71122998244	0.977397705737	0.988801571709	408
ERR1103102	0	61	0	0	10045	0	SW	596.585849143	657.542553191489	6.84144371844	0.982668797521	0.986747815844	446
ERR1103123	0	80	0	0	10010	0	SW	605.426632155	629.22641509434	6.74641063933	0.979635596264	0.986591738145	426
ERR1103129	0	64	0	0	9976	0	SW	519.581211697	535.008333333333	6.54899919691	0.97660286757	0.989100277447	402
ERR1103145	0	56	0	0	9973	0	SW	516.718231654	565.510416666667	5.97424176227	0.933946918127	0.989056904099	405
ERR1103177	0	69	0	0	10081	0	SW	669.725054914	726.081818181818	7.10575819834	0.985370549237	0.985152409046	493
ERR1103192	0	37	0	0	9739	0	SW	590.594734967	607.3	6.09707848206	0.956232784101	0.986699507389	437
ERR1103247	0	64	0	0	9832	0	SW	764.48066541	805.361111111111	6.95137669312	0.98395145849	0.981533520674	525
ERR1103250	0	40	0	0	9954	0	SW	528.815474057	590.880434782609	5.75804012652	0.941739357088	0.987771203156	399
ERR1103251	1	63	0.01587	32	9798	0.00327	SW	649.950813742	715.75	6.92671876998	0.981501541066	0.985475743504	490
ERR1103252	0	65	0	0	9920	0	SW	701.478318506	710.75	7.20472747788	0.984723013674	0.985253365004	562
ERR1103262	1	61	0.01639	104	9860	0.01055	SW	837.034183226	885.8	8.01947632899	0.991806186221	0.983917981707	709
ERR1103267	0	76	0	0	9841	0	SW	639.962829125	690.536363636364	7.63382890891	0.991009345592	0.987855480215	539
ERR1103270	0	51	0	0	9777	0	SW	597.990642287	708.890243902439	6.59118691773	0.964765828485	0.986750348675	466
ERR1103274	0	44	0	0	9924	0	SW	688.381910716	771.148148148148	6.51237957508	0.966184979315	0.984037279397	499
ERR1103278	0	56	0	0	9601	0	SW	740.927723582	782.025316455696	7.4951448721	0.982537097632	0.984959390354	612
ERR1103290	1	66	0.01515	61	9906	0.00616	SW	670.05585877	677.863636363636	7.35956084966	0.985216533002	0.987025948104	551
ERR1103301	0	59	0	0	9323	0	SW	837.095869022	880.352941176471	7.51242756909	0.98302293924	0.98113592332	644
ERR1103302	0	64	0	0	9640	0	SW	749.034314795	856.551724137931	7.59051811508	0.988644800448	0.983961507618	603
ERR1103303	0	75	0	0	9324	0	SW	657.74280479	802.987804878049	7.09404476341	0.981383189384	0.984908409659	489
ERR1103316	0	67	0	0	9761	0	SW	729.586741329	798.469230769231	7.3116401307	0.982852248872	0.984390634381	587
ERR1103322	0	42	0	0	9476	0	SW	683.606229781	728.926229508197	7.08049228239	0.982692369893	0.984713504758	515
ERR1103324	0	43	0	0	9354	0	SW	928.778037516	1010.33505154639	7.80044528144	0.989242723059	0.978489090161	727
ERR1103329	0	51	0	0	9606	0	SW	740.37974981	866.815789473684	7.2196608079	0.978326237478	0.984176264397	611
ERR1103340	0	54	0	0	9555	0	SW	899.355210563	1008.76923076923	8.02878056218	0.992743384242	0.978938410807	724
ERR1103343	0	65	0	0	9485	0	SW	794.819588831	816.574468085106	7.89036733006	0.992390673747	0.983779399838	650
ERR1103345	0	63	0	0	9601	0	SW	714.929619219	815.140350877193	7.36851168726	0.979627816408	0.985964912281	606
ERR1103349	0	71	0	0	9541	0	SW	783.305448955	862.558823529412	7.97779214599	0.991208484268	0.984746796827	658
ERR1103369	0	54	0	0	9395	0	SW	812.339916708	852.659340659341	8.00526537305	0.992349465668	0.984308564487	691
ERR1202025	2	176	0.01136	20	10192	0.00196	SW	585.518900487	595	6.46685866007	0.979771576351	0.986416495651	396
ERR1202026	1	187	0.00535	18	10208	0.00176	SW	677.674534911	689.106557377049	6.53371335696	0.979996806842	0.983585735222	453
ERR1202031	1	168	0.00595	10	10227	0.00098	SW	525.124432048	596.057142857143	5.7633434735	0.938805506939	0.987598867298	360
ERR1202032	2	168	0.0119	40	10229	0.00391	SW	483.325591647	513.8	5.78003199316	0.948919375348	0.989058225869	357
ERR1202034	1	208	0.00481	15	10156	0.00148	SW	831.683407338	922.881355932203	5.94069314214	0.927696934407	0.979236043095	541
ERR1202038	2	208	0.00962	32	10156	0.00315	SW	722.130121509	763.917910447761	5.84078040273	0.92319527121	0.982291360924	511
ERR1202043	3	187	0.01604	46	10192	0.00451	SW	659.485197137	639.522727272727	6.27777393039	0.964897053461	0.984449877751	447
ERR1202045	2	163	0.01227	16	10229	0.00156	SW	504.127645441	494.510416666667	6.0758083792	0.969433198494	0.988484434469	345
ERR1419289	0	288	0	0	10124	0	SW	2348.51954154	2197.37362637363	7.02179441368	0.945655233183	0.934973637961	1383
ERR1419290	2	505	0.00396	34	10141	0.00335	SW	2345.30639575	2325.893728223	8.96500784805	0.991012775955	0.938885092258	1638
ERR1419291	0	247	0	0	10137	0	SW	2250.30909505	2200.89054726368	6.40725421706	0.939030508825	0.9380807982	1198
ERR1419292	2	461	0.00434	20	10112	0.00198	SW	2758.54560853	2713.88461538462	9.55660444633	0.996620920607	0.927205308353	1918
ERR1419297	1	501	0.002	12	10173	0.00118	SW	2602.43042585	2590.60869565217	9.16822680088	0.991305052651	0.930373557598	1794
ERR1419301	0	384	0	0	10098	0	SW	2345.27982396	2312.83952702703	8.92559085379	0.992703126653	0.93809383877	1632
ERR1419302	1	430	0.00233	6	10113	0.00059	SW	2388.16573319	2409.44423791822	8.79587000662	0.989857718314	0.936003908158	1608
ERR1512316	3	202	0.01485	16	10123	0.00158	SW	1285.02290484	1241.06060606061	6.27241963239	0.959551141494	0.964993461422	725
ERR1512337	0	342	0	0	10102	0	SW	1501.34654701	1593.16896551724	7.22129700561	0.960144345059	0.960743801653	973
ERR1512346	0	231	0	0	10106	0	SW	1388.76350237	1421.26642335766	7.13287157082	0.978019217876	0.963583757358	812
ERR1512349	2	163	0.01227	78	10063	0.00775	SW	1477.6339994	1439.57619047619	5.55788592887	0.930086659001	0.959523298261	682
ERR1512353	3	337	0.0089	22	10038	0.00219	SW	1713.02873816	1812.45375722543	7.13452903201	0.970088715097	0.952209197475	1063
ERR1512354	1	291	0.00344	6	10077	6e-04	SW	1828.20338441	1891.56962025316	6.71002827066	0.9453111526	0.951055186763	1018
ERR1520219	0	184	0	0	9927	0	SW	1200.5410446	1252	6.93121330909	0.968664419427	0.970326705965	688
ERR1520223	1	197	0.00508	21	9985	0.0021	SW	633.737604503	693.219178082192	6.69872708565	0.968913995786	0.987410615369	546
ERR1530739	0	101	0	0	10214	0	SW	707.963296959	743.735294117647	5.78201320589	0.958513461667	0.981384584423	443
ERR1530740	0	119	0	0	10216	0	SW	801.610328114	802.007142857143	6.15797679305	0.966997907274	0.979630744531	471
ERR1530759	2	156	0.01282	17	10217	0.00166	SW	521.399144607	530.137931034483	6.13468778865	0.964221922999	0.988150950911	388
ERR1530774	0	113	0	0	10235	0	SW	556.841644579	564.181818181818	5.6797071808	0.955977020614	0.986481152556	379
ERR1530784	0	128	0	0	10229	0	SW	359.740000266	387.8	5.67872944511	0.950186348802	0.992996498249	303
ERR1543798	1	186	0.00538	48	10143	0.00473	SW	1795.00023742	1935.26016260163	7.40701141526	0.981117448165	0.95226304843	968
ERR1543799	2	220	0.00909	73	10154	0.00719	SW	2033.30416556	2017.25284090909	7.79436365222	0.98111581004	0.946423343418	1159
ERR1543827	1	179	0.00559	9	10224	0.00088	SW	1402.61675461	1428.71428571429	7.32027918136	0.984815683865	0.9631327222	835
ERR1543831	1	182	0.00549	23	10199	0.00226	SW	1567.77058166	1643.11504424779	7.24737313046	0.980832526492	0.959550561798	860
ERR1543844	1	188	0.00532	15	10189	0.00147	SW	1726.03819363	1906.92647058824	7.14440603514	0.976376012498	0.95549974887	884
ERR1543845	3	257	0.01167	90	10205	0.00882	SW	2218.25467298	2259.14244186047	7.982982883	0.985303765307	0.942273881618	1224
ERR1543849	1	273	0.00366	19	10154	0.00187	SW	3109.20698755	3208.57943925234	8.76295241701	0.993909666348	0.919203747073	1596
ERR1543864	0	191	0	0	10161	0	SW	1863.95401559	1738.52011494253	7.4213105345	0.982026686561	0.952581561673	1002
ERR1543865	1	203	0.00493	20	10217	0.00196	SW	1904.77305953	1884.86861313869	7.55928914346	0.98547282025	0.952404222048	974
ERR1543866	0	127	0	0	10197	0	SW	656.511023294	682.482142857143	6.00620703643	0.953242544264	0.98299071272	472
ERR1543875	1	167	0.00599	16	10159	0.00157	SW	1819.69802704	1783.16118421053	7.19835095894	0.976990757606	0.952692157628	1001
ERR1543885	1	181	0.00552	11	10188	0.00108	SW	1541.80008203	1627.78828828829	6.85840102783	0.971593980206	0.959191919192	824
ERR1543886	1	190	0.00526	18	10204	0.00176	SW	1360.45178413	1463.26886792453	6.97838718853	0.974881785999	0.964761158966	788
ERR1543888	0	132	0	0	10205	0	SW	1303.66415531	1353.42222222222	6.38015008106	0.960046734866	0.966539849771	694
ERR1543892	0	255	0	0	10141	0	SW	2018.55435405	2188.07	7.12786279146	0.965871061197	0.945639421197	1129
ERR1543893	3	225	0.01333	44	10159	0.00433	SW	1990.45088408	2103.19032258065	7.3094422068	0.974283866971	0.946649761046	1138
ERR1543894	1	174	0.00575	9	10206	0.00088	SW	1774.45987197	1756.26923076923	7.44127929579	0.983191943562	0.954554377699	957
ERR1543895	2	200	0.01	28	10211	0.00274	SW	1878.62461693	1874.51048951049	7.84528679117	0.987993824044	0.952394888304	1033
ERR1543898	0	131	0	0	10220	0	SW	1139.03268016	1203.57857142857	6.65790157763	0.978714401679	0.97212406753	596
ERR1543906	0	267	0	0	10147	0	SW	2416.73387246	2421.90361445783	8.0578405762	0.989731225218	0.939536248899	1219
ERR1543928	3	223	0.01345	66	10183	0.00648	SW	2084.41872567	2222.35460992908	7.87391640604	0.983105431233	0.946473920688	1126
ERR1543934	1	153	0.00654	24	10197	0.00235	SW	1566.69469277	1537.87606837607	6.73680172855	0.963215339324	0.96030430118	821
ERR1543935	1	160	0.00625	21	10214	0.00206	SW	1395.59973517	1388.28017241379	6.96394969812	0.975721550645	0.964317310528	776
ERR1543936	2	192	0.01042	39	10218	0.00382	SW	1355.33867724	1277.67013888889	7.35010727204	0.982906265259	0.96591796875	839
ERR1544013	0	87	0	0	10215	0	SW	616.345522265	654.901639344262	5.5479233686	0.955009716074	0.984131648545	378
ERR1544015	0	99	0	0	10241	0	SW	586.885472906	645.008928571429	5.50632528433	0.955269371045	0.984549188343	376
ERR1544016	0	85	0	0	10231	0	SW	675.328155271	746.172413793103	5.504939652	0.954039263608	0.982545597176	392
ERR1544027	0	69	0	0	10233	0	SW	540.105426272	626	4.75028874607	0.92012859168	0.986349798684	305
ERR1544106	0	110	0	0	10218	0	SW	692.05152218	777.408333333333	5.14860892035	0.917862014255	0.982178022844	400
ERR1544119	0	91	0	0	10225	0	SW	583.839476187	613.839622641509	4.92273327201	0.92412853698	0.985102604578	335
ERR1544127	0	119	0	0	10224	0	SW	708.542571625	739.516129032258	5.62306475027	0.956476500461	0.982183285756	409
ERR1544130	0	121	0	0	10212	0	SW	719.857189791	769.114285714286	5.80755705988	0.962379566107	0.981364622362	435
ERR1544160	0	127	0	0	10203	0	SW	1035.48592854	1048.68965517241	5.95523923746	0.964309996065	0.973524220435	543
ERR1544169	0	99	0	0	10236	0	SW	700.07763829	828.565217391304	5.55892821572	0.955464577897	0.981981981982	394
ERR1544194	0	141	0	0	10205	0	SW	896.44517869	969.102409638554	6.00102876603	0.963091760917	0.976346650765	525
ERR1544224	0	115	0	0	10229	0	SW	632.217327792	641.340909090909	5.20925310189	0.925110267135	0.984206395919	378
ERR1544276	0	132	0	0	10207	0	SW	771.517337496	845.307692307692	5.82210687756	0.963601384341	0.980314571174	440
ERR1557988	2	498	0.00402	15	10199	0.00147	SW	3156.74218071	3249.51132686084	9.32364841388	0.994795098404	0.913424603565	1902
ERR1557996	2	463	0.00432	18	10235	0.00176	SW	1788.3811055	1875.32718894009	8.52773359753	0.987207074202	0.954509803922	1348
ERR1590026	3	244	0.0123	38	10170	0.00374	SW	2965.8970714	2949.96052631579	7.07455932555	0.967345263633	0.930022573363	1169
ERR1590027	2	245	0.00816	22	10121	0.00217	SW	3068.38756722	3074.8	7.13337223268	0.974077276991	0.930157170923	1152
ERR1590029	2	228	0.00877	15	10105	0.00148	SW	3013.61549813	2979.88235294118	6.68263534141	0.947379714379	0.92994694439	1163
ERR1742300	0	165	0	0	10165	0	SW	1167.39045943	1233.47340425532	6.93556769991	0.975464171607	0.970099667774	711
ERR1742322	0	177	0	0	10198	0	SW	1127.95004303	1209.22471910112	7.08326799952	0.98072656519	0.97156814851	709
ERR1742326	0	166	0	0	10186	0	SW	1181.983596	1271.44827586207	6.44222701868	0.947566986998	0.969981421727	700
ERR1742350	0	166	0	0	10176	0	SW	1134.72244619	1228.3023255814	7.07335917115	0.979013838415	0.971353148221	701
ERR1742396	0	196	0	0	10194	0	SW	1227.20739581	1272.07619047619	7.16488716999	0.979914249625	0.968820252175	756
ERR1801481	0	182	0	0	9926	0	SW	2853.74862861	2731.51282051282	8.28037287625	0.975978187166	0.920336660795	1779
ERR1801482	0	146	0	0	9997	0	SW	3056.71758011	2828.56360424028	7.57477913104	0.973421192117	0.917830972154	1571
ERR1801483	0	131	0	0	9799	0	SW	3168.45609893	3225.00162337662	8.29708617882	0.98364175017	0.909933645589	1834
ERR1801484	0	127	0	0	9882	0	SW	2539.40215309	2468.9632034632	7.19534435137	0.967669242481	0.929841704124	1348
ERR1801485	0	113	0	0	9817	0	SW	3007.86678226	2814.69158878505	7.82651444486	0.971841603948	0.916935720575	1681
ERR1801486	0	209	0	0	9982	0	SW	1822.26144628	1749.20727272727	7.5778054051	0.978083958156	0.950567736883	1273
ERR1801488	0	104	0	0	10076	0	SW	2427.91740929	2307.03255813953	6.86041611687	0.960832557333	0.934029472041	1236
ERR1801490	0	172	0	0	9974	0	SW	2838.11942074	2663.74723247232	7.81658941512	0.976992295428	0.923242397575	1517
ERR1801491	0	101	0	0	10059	0	SW	1302.02494809	1223.515625	6.0866919806	0.961544969237	0.965571052375	733
ERR1801493	0	160	0	0	10013	0	SW	2671.45014584	2586.50889679715	7.65472634446	0.975677829659	0.924953463309	1533
