Samples	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	percentSize	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus	BioProject	SRA_Study	Depth	Lat	Long
ERR1582004	0	246	0	0	10039	0	0	NSS	4043.336856	4092.346278	9.452388017	0.996282419	0.892369243	2110	PRJEB15146	ERP016852	0	31.078	-97.39
ERR1582010	0	251	0	0	9989	0	0	NSS	4024.74351	3840.925197	9.42183582	0.995764569	0.891149144	2163	PRJEB15146	ERP016852	0	31.078	-97.39
ERR1582023	0	140	0	0	10084	0	0	NSW	1134.146571	1146.489899	6.042861601	0.956110865	0.970073066	630	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582032	0	148	0	0	10150	0	0	NSW	987.1529	1053.347059	6.095817721	0.955441804	0.973750887	570	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582083	0	110	0	0	10095	0	0	NSW	971.260155	991.0136986	5.535663901	0.942247397	0.974489796	494	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582088	0	121	0	0	10186	0	0	NSW	620.5017911	619.8985507	5.523004977	0.93579683	0.984540195	395	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582089	0	124	0	0	10170	0	0	NSW	680.5734996	691.9393939	5.923446736	0.962650802	0.982680412	397	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582090	0	132	0	0	10186	0	0	NSW	637.4671038	672.1212121	5.91651058	0.962916597	0.983036823	404	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582095	0	162	0	0	10162	0	0	NSW	522.1177766	610.1893939	6.186394056	0.969498103	0.987704071	416	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582110	0	124	0	0	10180	0	0	NSW	818.9262201	891.03125	5.543396297	0.937841935	0.979022363	469	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582111	0	115	0	0	10164	0	0	NSW	427.6379448	462.6153846	5.440065425	0.954089467	0.989961236	315	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582120	0	141	0	0	10185	0	0	NSW	849.1610526	875.5064935	6.103537052	0.957828912	0.978254452	512	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582133	0	142	0	0	10097	0	0	NSW	1184.1452	1231.387097	6.407385218	0.972077978	0.968542714	637	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582144	0	143	0	0	10030	0	0	NSW	1709.977108	1734.03211	6.30290324	0.966720575	0.956798726	767	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582145	0	165	0	0	10056	0	0	NSW	1762.074036	1774.158879	6.390313557	0.968990411	0.956144722	777	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582146	0	111	0	0	10192	0	0	NSW	693.1550186	711.8050847	5.335046715	0.928818031	0.982652161	416	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582155	0	154	0	0	10109	0	0	NSW	724.7930213	745.0055556	6.368573528	0.976117215	0.980981912	475	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582176	0	113	0	0	10063	0	0	NSW	1404.562733	1410.883721	5.903939376	0.952829588	0.965465615	610	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582226	0	172	0	0	10118	0	0	NSW	1393.251665	1553.938889	6.096140731	0.950537666	0.963761694	707	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582252	0	151	0	0	9977	0	0	NSW	1557.398299	1536.784672	5.9712606	0.951493366	0.957843333	787	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582282	0	155	0	0	10018	0	0	NSW	1570.952367	1442.621324	6.026909101	0.953824561	0.958917937	748	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582287	0	157	0	0	9990	0	0	NSW	1533.927626	1568.78972	6.117143598	0.958397475	0.960411876	721	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582302	0	155	0	0	10086	0	0	NSW	951.1350711	1028.663366	6.640272464	0.975793392	0.97555158	591	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582308	0	189	0	0	10124	0	0	NSW	1030.226428	1017.014085	7.125740292	0.983744	0.9741	673	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582327	0	169	0	0	10145	0	0	NSW	819.6225738	920.2289157	5.990389854	0.936030542	0.979345785	531	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582393	0	213	0	0	10159	0	0	NSW	871.4689636	899.5353982	6.13700298	0.933681621	0.978192224	613	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582416	0	202	0	0	10174	0	0	NSW	986.8661096	1050.935484	6.72710667	0.966315479	0.974842137	626	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582418	0	208	0	0	10180	0	0	NSW	1059.809965	1063.635135	7.014839662	0.973554046	0.973133149	688	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582420	0	256	0	0	10157	0	0	NSW	1340.868811	1461.838843	7.160322746	0.975621636	0.964780372	824	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582422	0	266	0	0	10057	0	0	NSW	1692.623182	1687.130319	7.708359182	0.984943347	0.954613466	1037	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582431	0	248	0	0	10191	0	0	NSW	799.5588038	954.2571429	6.600766941	0.96684378	0.980274357	573	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582436	0	245	0	0	10140	0	0	NSW	1042.33653	1109.355932	7.113954764	0.976022199	0.973258269	701	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582441	0	253	0	0	10171	0	0	NSW	924.8243463	1013.975248	6.732007817	0.970005981	0.976472934	638	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582451	0	207	0	0	10058	0	0	NSW	1196.570525	1253.628906	6.826986059	0.966081441	0.96976882	752	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582457	0	231	0	0	10107	0	0	NSW	1252.690277	1303.264	6.62760386	0.954949835	0.967084328	755	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582459	0	223	0	0	10192	0	0	NSW	1119.780196	1218.963855	6.3106213	0.921454686	0.971445687	658	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582462	0	307	0	0	10138	0	0	NSW	1459.745645	1621.503546	7.528898324	0.981098269	0.961557713	929	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582465	0	196	0	0	10157	0	0	NSW	1119.598827	1117.421875	6.657307178	0.968048689	0.97268514	627	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582469	0	238	0	0	10037	0	0	NSW	1558.930882	1538.044444	7.531976211	0.984299732	0.958212536	959	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582470	0	270	0	0	10139	0	0	NSW	1229.853138	1344.210084	7.138524404	0.969288904	0.96746382	768	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582481	0	267	0	0	10103	0	0	NSW	1193.798772	1395.654545	7.200579076	0.975346522	0.96875317	800	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582482	0	276	0	0	10152	0	0	NSW	1210.023128	1246.928571	7.23349556	0.977524257	0.968572587	799	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582491	0	243	0	0	10157	0	0	NSW	981.106614	1073.226852	6.604569678	0.957649384	0.974177426	639	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582494	0	218	0	0	10167	0	0	NSW	1036.024091	1198.00641	6.803806939	0.97260839	0.973337328	631	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582496	0	237	0	0	10175	0	0	NSW	840.4181105	912.9230769	6.800161295	0.972869765	0.979313115	621	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582535	0	278	0	0	10142	0	0	NSW	1249.750191	1289.676056	7.477253835	0.983695666	0.968517231	821	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582604	0	127	0	0	10039	0	0	NSW	1902.467319	1831.225664	5.564735189	0.924622383	0.953545232	807	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582618	0	168	0	0	10132	0	0	NSW	873.8769302	971.0060976	6.357852036	0.962429143	0.976640159	574	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582619	0	181	0	0	9996	0	0	NSW	1427.318854	1328.722222	6.286520006	0.95099943	0.963241107	771	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582620	0	184	0	0	9986	0	0	NSW	1811.241399	1670.862275	6.737198548	0.966761979	0.953097518	938	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582627	0	141	0	0	10102	0	0	NSW	1219.85058	1399.826667	6.496818873	0.973311601	0.969047853	636	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582631	0	191	0	0	10101	0	0	NSW	1309.655968	1372.802752	6.552135687	0.956228972	0.965517241	749	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582644	0	117	0	0	10071	0	0	NSW	1427.375888	1411.126437	5.907738552	0.945677444	0.965523996	644	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582662	0	162	0	0	10016	0	0	NSW	1850.686781	1989.531532	6.832875828	0.972586243	0.953103583	889	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582681	0	167	0	0	10058	0	0	NSW	1213.525438	1149.84507	5.974842545	0.939453583	0.967605634	703	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582705	0	182	0	0	10079	0	0	NSW	1273.867982	1399.426316	6.154193737	0.927420771	0.966391509	733	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582723	0	115	0	0	10140	0	0	NSW	1148.704676	1112.826923	6.073245798	0.960981083	0.972413116	550	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582725	0	167	0	0	10146	0	0	NSW	1204.691464	1199.480769	6.806860251	0.977742875	0.969798328	675	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582734	0	124	0	0	10154	0	0	NSW	889.2115244	1030.973684	5.926798535	0.951658787	0.977707945	487	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582747	0	181	0	0	10153	0	0	NSW	1034.534647	1137.439189	6.468902738	0.965582683	0.973632621	601	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582752	0	148	0	0	10149	0	0	NSW	960.0606036	1041.625	6.285366035	0.968721261	0.9746635	567	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582795	0	112	0	0	10092	0	0	NSW	1057.303544	993.8529412	5.96598734	0.962052658	0.973895976	532	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582812	0	164	0	0	10095	0	0	NSW	1277.482476	1271.433673	6.439067765	0.971252173	0.968196497	670	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582841	0	157	0	0	10134	0	0	NSW	1168.778545	1144.019231	6.3903076	0.962443271	0.970118546	665	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582873	0	181	0	0	10111	0	0	NSW	1212.613111	1221.304762	6.538699117	0.968650807	0.968921569	686	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582896	0	272	0	0	10138	0	0	NSW	1029.432737	1057.061983	6.360612859	0.934251113	0.973262032	726	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582898	0	150	0	0	10156	0	0	NSW	949.6770845	987.1358696	5.613284556	0.929570444	0.974283471	570	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582902	0	235	0	0	10140	0	0	NSW	1296.493566	1234.529412	6.065553754	0.921859931	0.96484645	800	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582916	0	233	0	0	10099	0	0	NSW	1553.235786	1568.109489	6.587379701	0.952811492	0.959055118	865	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582923	0	148	0	0	10129	0	0	NSW	932.9186287	909.254902	6.209742402	0.960126534	0.975755167	557	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582935	0	172	0	0	10160	0	0	NSW	1169.003085	1134.153846	6.558994585	0.968532908	0.969607263	675	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582938	0	181	0	0	10113	0	0	NSW	1039.843022	1161.595238	5.87360487	0.925850929	0.972063109	628	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582957	0	199	0	0	10119	0	0	NSW	1654.456361	1660.625	6.599231156	0.968191785	0.958024691	824	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582966	0	192	0	0	10138	0	0	NSW	1149.790509	1203.284211	6.627478973	0.966020646	0.970923379	684	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582983	0	152	0	0	10103	0	0	NSW	1425.749182	1449.005376	6.013733693	0.952649562	0.964172291	676	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1582996	0	203	0	0	10081	0	0	NSW	1658.59442	1679.151079	6.623895241	0.962391345	0.954114408	896	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1583011	0	198	0	0	10060	0	0	NSW	1873.709135	1815.253521	6.769370289	0.967287553	0.951136477	934	PRJEB15148	ERP016854	0	37.09	-95.71
ERR1589263	0	455	0	0	9825	0	0	NSS	5121.934186	5099.913395	9.452459934	0.993802262	0.857792142	2474	PRJEB15163	ERP016869	0	37.552	-110.675
ERR1589266	0	416	0	0	10146	0	0	NSS	2601.532867	2631.268254	9.216448856	0.995689576	0.928268337	1712	PRJEB15163	ERP016869	0	37.55	-110.677
ERR1589267	0	407	0	0	9961	0	0	NSS	3722.892723	3844.840237	9.451434657	0.995819561	0.895728255	2010	PRJEB15163	ERP016869	0	37.55	-110.676
ERR1589269	0	426	0	0	9593	0	0	NSS	4064.181674	4358.715714	9.818929165	0.997359342	0.877162251	2178	PRJEB15163	ERP016869	0	37.55	-110.676
ERR1589279	0	451	0	0	10164	0	0	NSS	4076.138567	3981.770492	9.567673707	0.995595367	0.890362511	2202	PRJEB15163	ERP016869	0	37.551	-110.676
ERR1589294	0	453	0	0	10076	0	0	NSS	2797.536176	2939.599071	9.290948412	0.995492934	0.921325473	1809	PRJEB15163	ERP016869	0	37.55	-110.677
ERR1589297	0	489	0	0	10078	0	0	NSS	3529.752718	3494.229443	9.661841293	0.99684302	0.90285205	2127	PRJEB15163	ERP016869	0	37.55	-110.677
ERR1589299	0	482	0	0	9697	0	0	NSS	3044.857835	3196.611399	9.614565354	0.99645938	0.911506276	1972	PRJEB15163	ERP016869	0	37.55	-110.677
ERR1589308	0	337	0	0	9829	0	0	NSS	2561.818975	2890.89485	8.802801577	0.994300111	0.928937654	1480	PRJEB15163	ERP016869	0	37.472	-110.709
ERR1589312	0	302	0	0	10034	0	0	NSS	1928.80148	2074.192857	8.239933874	0.990803053	0.946608497	1177	PRJEB15163	ERP016869	0	37.472	-110.71
ERR1589314	0	366	0	0	10011	0	0	NSS	2330.187733	2405.380309	8.937625137	0.994297331	0.927965623	1478	PRJEB15163	ERP016869	0	37.472	-110.71
ERR1589316	0	360	0	0	9580	0	0	NSS	3062.554693	3347.563356	9.172045396	0.995774324	0.908103959	1695	PRJEB15163	ERP016869	0	37.472	-110.71
ERR1589322	0	364	0	0	9939	0	0	NSS	4303.779698	4229.821526	8.438714702	0.979216989	0.883448483	2076	PRJEB15163	ERP016869	0	37.495	-110.7
ERR1589325	0	284	0	0	10154	0	0	NSS	1834.10526	1947.002841	7.992149164	0.989715282	0.951070336	1118	PRJEB15163	ERP016869	0	37.502	-110.699
ERR1589335	0	255	0	0	10106	0	0	NSS	2078.441318	2130.670391	7.803586786	0.986283119	0.945280032	1137	PRJEB15163	ERP016869	0	37.496	-110.7
ERR1589342	0	197	0	0	9302	0	0	NSS	2571.98291	2659.50995	9.132783533	0.996266623	0.802061856	1133	PRJEB15163	ERP016869	0	37.501	-110.7
ERR1589344	0	364	0	0	8891	0	0	NSS	2826.439966	3081.015845	9.382465174	0.996769431	0.902530226	1649	PRJEB15163	ERP016869	0	37.501	-110.7
ERR1589746	0	509	0	0	10175	0	0	NSS	4126.282009	4100.036232	9.572020844	0.996554364	0.889607843	2171	PRJEB15174	ERP016879	0	20.098	-155.805
ERR1589750	0	526	0	0	10162	0	0	NSS	4758.154525	4671.719388	9.732287847	0.996339431	0.87226528	2429	PRJEB15174	ERP016879	0	20.098	-155.805
ERR1589765	0	487	0	0	10161	0	0	NSS	4793.584647	4486.122166	9.600371914	0.996414334	0.874546346	2344	PRJEB15174	ERP016879	0	20.105	-155.787
ERR1589780	0	526	0	0	10201	0	0	NSS	4096.149722	4377.393357	9.581281241	0.996387451	0.890836107	2127	PRJEB15174	ERP016879	0	20.109	-155.776
ERR1589781	0	580	0	0	10196	0	0	NSS	4119.048884	4118.017751	9.616813085	0.996298434	0.890315624	2181	PRJEB15174	ERP016879	0	20.109	-155.776
ERR1589784	0	476	0	0	10182	0	0	NSS	3237.532439	3169.412903	8.666897179	0.98846899	0.911539218	1791	PRJEB15174	ERP016879	0	20.109	-155.776
ERR1589797	0	390	0	0	10181	0	0	NSS	2766.731883	2709.559471	8.095575019	0.988290066	0.928032899	1415	PRJEB15174	ERP016879	0	20.108	-155.77
ERR1589809	0	488	0	0	10174	0	0	NSS	3871.770874	3740.591867	9.200316411	0.995054142	0.896897093	1998	PRJEB15174	ERP016879	0	20.123	-155.764
ERR1589816	0	312	0	0	10195	0	0	NSS	2010.471025	1973.979381	7.917736753	0.985193842	0.947296238	1179	PRJEB15174	ERP016879	0	20.126	-155.764
ERR1589823	0	345	0	0	10153	0	0	NSS	2817.473017	2767.475336	8.122506106	0.989331822	0.926239182	1408	PRJEB15174	ERP016879	0	20.123	-155.772
ERR1589826	0	394	0	0	10168	0	0	NSS	3794.554817	3793.025194	8.746046112	0.992324501	0.902086204	1791	PRJEB15174	ERP016879	0	20.123	-155.772
ERR1589840	0	322	0	0	10195	0	0	NSS	1998.931019	2020.136364	7.926031135	0.987571532	0.947740668	1137	PRJEB15174	ERP016879	0	20.109	-155.727
ERR1589851	0	286	0	0	10196	0	0	NSS	1815.702166	1836.347222	7.438168385	0.984346434	0.953001077	967	PRJEB15174	ERP016879	0	20.122	-155.774
ERR1589852	0	509	0	0	10167	0	0	NSS	3657.590292	3572.001453	9.27998727	0.995374643	0.900893822	1991	PRJEB15174	ERP016879	0	20.122	-155.774
ERR1589915	1	156	0.00641	13	10193	0.00128	2	SLS	1035.672959	1099.075	5.552754947	0.937747096	0.975122429	485	PRJEB15175	ERP016880	0	31.85	87.47
ERR1589920	1	269	0.00372	26	10211	0.00255	2	NSLS	1634.362955	1705.446429	6.753043038	0.974124907	0.958321104	831	PRJEB15175	ERP016880	0	29.21	87.4
ERR1590022	1	190	0.00526	22	10178	0.00216	2	SLS	837.787958	902.4	6.517872736	0.974030471	0.978495679	538	PRJEB15178	ERP016883	0	37.475383	-121.9729
ERR1590023	3	238	0.01261	74	10175	0.00727	5	SLS	1022.438731	1151.25	6.918383595	0.979540882	0.974321133	621	PRJEB15178	ERP016883	0	37.474067	-121.973033
ERR1590026	3	244	0.0123	38	10170	0.00374	2	SW	2965.897071	2949.960526	7.074559326	0.967345264	0.930022573	1169	PRJEB15178	ERP016883	0	17.973633	-67.014783
ERR1590027	2	245	0.00816	22	10121	0.00217	2	SW	3068.387567	3074.8	7.133372233	0.974077277	0.930157171	1152	PRJEB15178	ERP016883	0	17.973633	-67.014783
ERR1590029	2	228	0.00877	15	10105	0.00148	2	SW	3013.615498	2979.882353	6.682635341	0.947379714	0.929946944	1163	PRJEB15178	ERP016883	0	17.975017	-67.01375
ERR1590030	0	216	0	0	10181	0	0	SLW	781.6237402	804.7368421	5.560099538	0.931461634	0.979771939	518	PRJEB15178	ERP016883	0	17.954767	-67.196933
ERR1590031	8	165	0.04848	59	10169	0.0058	5	SLW	774.6007011	839.1328125	4.970208374	0.894659437	0.980074598	451	PRJEB15178	ERP016883	0	17.95385	-67.196717
ERR1590032	5	168	0.02976	52	10167	0.00511	5	SLW	884.44773	901.4835165	5.114179553	0.903789509	0.976842312	515	PRJEB15178	ERP016883	0	17.95435	-67.196183
ERR1590039	8	399	0.02005	56	10162	0.00551	5	SLS	1297.918609	1391.6	7.454043921	0.975925569	0.966861792	861	PRJEB15178	ERP016883	0	17.950367	-67.19295
ERR1590041	7	450	0.01556	114	10144	0.01124	9	SLS	1530.148724	1560.736842	8.044163678	0.989370857	0.960674157	1043	PRJEB15178	ERP016883	0	17.950617	-67.193417
ERR1591091	0	740	0	0	10033	0	0	NSS	7196.732428	6899.180492	10.96332321	0.999012133	0.800728562	3615	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591093	0	721	0	0	10049	0	0	NSS	6672.014729	6442.450586	10.79967613	0.998815792	0.807478368	3360	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591094	0	691	0	0	10031	0	0	NSS	7308.988275	7137.058824	10.8491581	0.998801574	0.799822328	3552	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591095	0	665	0	0	10082	0	0	NSS	6495.58301	6092.051259	10.4796145	0.998002577	0.825457767	3159	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591102	0	638	0	0	9997	0	0	NSS	7253.850922	7028.883659	10.51027171	0.997595698	0.806170886	3349	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591104	0	573	0	0	9780	0	0	NSS	6260.038252	6082.8659	10.66209322	0.998571393	0.774419219	2915	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591107	0	745	0	0	10053	0	0	NSS	7455.550118	7202.592105	10.89800861	0.998785625	0.798029557	3581	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591115	0	664	0	0	10005	0	0	NSS	6943.367917	6888.710801	10.61494198	0.998030629	0.809057649	3374	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591118	0	679	0	0	10079	0	0	NSS	7090.639765	6925.078856	10.74058498	0.998383616	0.807114081	3448	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591121	0	717	0	0	10060	0	0	NSS	7248.848266	7161.314908	10.88615717	0.99872783	0.800687623	3581	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591122	0	688	0	0	10070	0	0	NSS	7384.593798	7160.987664	10.87111873	0.998713718	0.797905966	3578	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591124	0	721	0	0	9988	0	0	NSS	7167.424768	7038.72069	10.8963989	0.998946071	0.799858771	3481	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591148	0	712	0	0	10073	0	0	NSS	7435.807716	7119.786624	10.87142898	0.998784324	0.798189511	3587	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591155	0	787	0	0	10082	0	0	NSS	6687.349168	6390.273554	10.74943374	0.998596406	0.81575841	3401	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591159	0	728	0	0	10041	0	0	NSS	7123.837801	6842.474878	10.8392454	0.998708939	0.804786763	3529	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591161	0	697	0	0	10034	0	0	NSS	6978.096003	6908.841328	10.82281925	0.998810423	0.797118339	3338	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591169	0	723	0	0	9906	0	0	NSS	7696.97352	7602.457031	10.99144673	0.998908668	0.787848606	3694	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591172	1	755	0.00132	2	10052	2e-04	0	NSS	7182.824421	7109.646865	10.94338724	0.998880124	0.801239182	3610	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591177	0	733	0	0	10029	0	0	NSS	7522.603658	7069.699021	10.92864059	0.998984461	0.793257062	3557	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591178	0	737	0	0	10056	0	0	NSS	7037.717942	6897.136519	10.82288706	0.998680465	0.806280146	3488	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591194	0	673	0	0	10028	0	0	NSS	7392.977377	7127.408784	10.81351254	0.99862134	0.800472953	3535	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591200	0	706	0	0	10057	0	0	NSS	7618.561187	7154.019747	10.91133999	0.998905892	0.795597484	3617	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591203	0	719	0	0	10079	0	0	NSS	6474.38227	6283.761698	10.65293426	0.998447363	0.819944323	3279	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591210	0	687	0	0	10035	0	0	NSS	7184.082617	6968.00339	10.86988094	0.998880669	0.804717445	3513	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591211	0	695	0	0	10059	0	0	NSS	6398.40884	6361.665039	10.5657539	0.998247054	0.808922013	3118	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591218	0	771	0	0	10018	0	0	NSS	7482.974885	7240.624801	10.99428791	0.999014604	0.795167653	3666	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591223	0	707	0	0	9995	0	0	NSS	7301.097043	7023.130435	10.77405912	0.998602228	0.804236453	3465	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591225	0	690	0	0	10037	0	0	NSS	7032.822324	6946.55566	10.82237283	0.998791339	0.794326241	3322	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591226	0	723	0	0	10004	0	0	NSS	7517.813442	7340.979741	11.01272457	0.999073213	0.794866732	3657	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591228	0	712	0	0	10046	0	0	NSS	7299.243402	7202.030405	10.88387654	0.998906166	0.799781399	3523	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591231	0	659	0	0	10057	0	0	NSS	6391.675785	6210.576705	10.45878306	0.998231237	0.82653869	3111	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591239	0	722	0	0	10015	0	0	NSS	7081.668097	6986.557192	10.75634706	0.998631994	0.805073036	3455	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591245	0	713	0	0	10009	0	0	NSS	7978.281882	7424.12538	11.00265642	0.998965568	0.786894923	3744	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591248	0	688	0	0	9988	0	0	NSS	7597.682624	7493.343806	10.85196864	0.998851352	0.796675192	3535	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591260	0	754	0	0	10033	0	0	NSS	7297.602705	6998.492623	10.86874066	0.998853555	0.801869159	3545	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591264	0	695	0	0	9994	0	0	NSS	6985.924786	6790.10134	10.81371097	0.998816215	0.80907391	3458	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591267	0	729	0	0	10052	0	0	NSS	6916.283234	6746.814558	10.79841992	0.998803572	0.811023622	3428	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591289	0	732	0	0	10050	0	0	NSS	7397.345643	7105.05178	10.92222998	0.998876364	0.798403784	3599	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591293	0	759	0	0	9982	0	0	NSS	7515.80132	7197.820189	10.97392229	0.998978948	0.794780896	3661	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591298	0	682	0	0	10089	0	0	NSS	6882.114049	6870.50381	10.83080361	0.998869654	0.787121468	3264	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591301	0	699	0	0	10065	0	0	NSS	6933.727701	6810.863717	10.76757646	0.998739848	0.807283307	3389	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591308	0	731	0	0	10037	0	0	NSS	6920.851492	6773.471843	10.79922339	0.998629371	0.809251969	3458	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591311	0	734	0	0	10053	0	0	NSS	7264.449217	6946.392857	10.85479794	0.998820919	0.803468781	3497	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591312	0	680	0	0	9971	0	0	NSS	6453.903966	6303.40153	10.54764567	0.998457774	0.824007131	3155	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591319	0	734	0	0	10052	0	0	NSS	7514.380723	7081.891129	10.94415035	0.998972541	0.798840978	3610	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591333	0	715	0	0	10061	0	0	NSS	7669.11346	7321.796875	10.94267438	0.998947303	0.794617425	3629	PRJEB15194	ERP016900	0	35.117	138.937
