Samples	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	percentSize	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus	BioProject	SRA_Study	Depth	Lat	Long
ERR1544119	0	91	0	0	10225	0	0	SW	583.8394762	613.8396226	4.922733272	0.924128537	0.985102605	335	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544127	0	119	0	0	10224	0	0	SW	708.5425716	739.516129	5.62306475	0.9564765	0.982183286	409	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544130	0	121	0	0	10212	0	0	SW	719.8571898	769.1142857	5.80755706	0.962379566	0.981364622	435	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544160	0	127	0	0	10203	0	0	SW	1035.485929	1048.689655	5.955239237	0.964309996	0.97352422	543	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544169	0	99	0	0	10236	0	0	SW	700.0776383	828.5652174	5.558928216	0.955464578	0.981981982	394	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544194	0	141	0	0	10205	0	0	SW	896.4451787	969.1024096	6.001028766	0.963091761	0.976346651	525	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544224	0	115	0	0	10229	0	0	SW	632.2173278	641.3409091	5.209253102	0.925110267	0.984206396	378	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544276	0	132	0	0	10207	0	0	SW	771.5173375	845.3076923	5.822106878	0.963601384	0.980314571	440	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544292	0	412	0	0	10164	0	0	NSS	5257.635073	5300.295844	9.835513698	0.996534518	0.858490566	2591	PRJEB14866	ERP016543	0	64.35	-145.64
ERR1544295	0	412	0	0	10173	0	0	NSS	4951.589876	4929.446556	9.87750257	0.996653974	0.865659933	2559	PRJEB14866	ERP016543	0	64.35	-145.64
ERR1544297	0	373	0	0	10170	0	0	NSS	3848.998247	3829.864726	8.863119835	0.992756339	0.898166404	1890	PRJEB14866	ERP016543	0	64.35	-145.64
ERR1544309	0	328	0	0	10159	0	0	NSS	3090.75885	3039.517668	8.349427655	0.986300432	0.916502754	1655	PRJEB14866	ERP016543	0	64.35	-145.64
ERR1544314	0	253	0	0	10197	0	0	NSS	2965.618309	2895.6	7.931974966	0.980625218	0.923446854	1445	PRJEB14866	ERP016543	0	64.35	-145.64
ERR1544316	0	292	0	0	10197	0	0	NSS	2838.72067	2957.002193	8.211137055	0.980788857	0.923613157	1536	PRJEB14866	ERP016543	0	64.35	-145.64
ERR1544322	0	443	0	0	10164	0	0	NSS	3170.3823	3113.875828	9.008439136	0.993949818	0.915077649	1791	PRJEB14866	ERP016543	0	64.35	-145.64
ERR1544323	0	413	0	0	10182	0	0	NSS	4403.907493	4168.712821	9.413729514	0.995016218	0.88179669	2251	PRJEB14866	ERP016543	0	64.35	-145.64
ERR1544326	0	298	0	0	10194	0	0	NSS	2876.140013	2863.622047	7.911856784	0.982348052	0.921827311	1500	PRJEB14866	ERP016543	0	64.35	-145.64
ERR1544337	0	322	0	0	10188	0	0	NSS	2941.732319	2958.37931	8.622440414	0.991924628	0.920856245	1616	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544340	0	365	0	0	10174	0	0	NSS	3857.511484	3805.195652	8.951237151	0.993223075	0.898438267	1925	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544344	0	215	0	0	10229	0	0	NSS	1993.962491	1991.76	7.822347836	0.986634958	0.946677278	1124	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544347	0	259	0	0	10204	0	0	NSS	2314.034086	2335.229381	7.628741901	0.978786845	0.9385278	1240	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544352	0	279	0	0	10179	0	0	NSS	2937.652288	2869.742616	8.376173332	0.989166986	0.923489666	1498	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544365	0	283	0	0	10176	0	0	NSS	2622.617795	2607.748858	8.137791368	0.988682689	0.931153354	1374	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544369	0	363	0	0	10151	0	0	NSS	3600.995424	3681.391608	8.932420119	0.993374857	0.903505317	1851	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544372	0	221	0	0	10210	0	0	NSS	1874.980028	1869.266467	7.54339016	0.982879602	0.951073635	1046	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544374	0	325	0	0	10186	0	0	NSS	3547.712664	3615.121269	8.821711341	0.993778621	0.906163844	1765	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544377	0	316	0	0	10170	0	0	NSS	3050.245159	3178.052174	8.427407658	0.990603423	0.918189902	1566	PRJEB14866	ERP016543	0	64.33	-145.69
ERR1544393	0	373	0	0	10199	0	0	NSS	3960.40444	3897.726891	9.188643692	0.992476178	0.893161139	2115	PRJEB14866	ERP016543	0	64.33	-145.8
ERR1544413	0	301	0	0	10205	0	0	NSS	3946.090255	4092.007435	8.535534867	0.983714714	0.896291948	1910	PRJEB14866	ERP016543	0	64.33	-145.8
ERR1544421	0	239	0	0	10214	0	0	NSS	3012.950359	3112.361809	7.841789946	0.976158463	0.92228739	1456	PRJEB14866	ERP016543	0	64.33	-145.8
ERR1544669	1	377	0.00265	17	10115	0.00168	2	MS	6101.714642	5762.287293	9.612178003	0.996180219	0.850652537	2510	PRJEB14880	ERP016557	21.5	59.583	18.2
ERR1544673	2	425	0.00471	22	10134	0.00217	2	MS	6074.451868	5852.126374	9.709736438	0.996598885	0.850112956	2540	PRJEB14880	ERP016557	21.5	59.583	18.2
ERR1545578	1	416	0.0024	3	10094	3e-04	0	MS	7753.091312	7401.864747	10.66430709	0.998375742	0.794992175	3514	PRJEB14900	ERP016581	1002	28.218692	-89.491714
ERR1545580	2	403	0.00496	25	10147	0.00246	2	MS	7270.757947	6962.997288	10.0892826	0.992809735	0.806056448	3290	PRJEB14900	ERP016581	5.13	28.70523	-88.40167
ERR1545581	2	415	0.00482	37	10110	0.00366	2	MS	7329.322761	6987.739635	10.34725865	0.995155762	0.800510505	3433	PRJEB14900	ERP016581	5.13	28.70523	-88.40167
ERR1545582	3	338	0.00888	82	10165	0.00807	5	MS	6787.922219	6283.486056	9.744919471	0.992710162	0.824018792	2987	PRJEB14900	ERP016581	1439	28.757164	-88.388669
ERR1545583	1	403	0.00248	30	10139	0.00296	2	MS	6721.462759	6374.066406	9.910539039	0.99382622	0.822002351	3047	PRJEB14900	ERP016581	1439	28.757164	-88.388669
ERR1545584	0	368	0	0	10163	0	0	MS	6496.071923	6269.8375	9.605433955	0.990180524	0.827431031	2941	PRJEB14900	ERP016581	1449	28.765306	-88.366883
ERR1545585	2	405	0.00494	22	10148	0.00217	2	MS	6835.675572	6671.493814	9.856554984	0.993358829	0.819850776	3043	PRJEB14900	ERP016581	1449	28.765306	-88.366883
ERR1545586	1	408	0.00245	22	10159	0.00217	2	MS	6798.706632	6237.223092	9.742366325	0.993588676	0.823991362	2955	PRJEB14900	ERP016581	1520	28.757853	-88.344461
ERR1545587	3	388	0.00773	60	10174	0.0059	5	MS	6949.15533	6576.910156	9.949057312	0.995051312	0.817147342	3091	PRJEB14900	ERP016581	1520	28.757853	-88.344461
ERR1545590	2	392	0.0051	28	10123	0.00277	2	MS	7373.532302	6847.704545	10.21628543	0.994849326	0.803373541	3368	PRJEB14900	ERP016581	1595	28.696767	-88.384875
ERR1545591	1	387	0.00258	17	10120	0.00168	2	MS	7656.57953	7438.808905	10.24511863	0.995312411	0.798432141	3379	PRJEB14900	ERP016581	1595	28.696767	-88.384875
ERR1545592	1	307	0.00326	11	10158	0.00108	2	MS	6794.517123	6452.716743	9.445926383	0.988490514	0.828616198	2841	PRJEB14900	ERP016581	1567	28.738786	-88.335619
ERR1545593	1	362	0.00276	12	10150	0.00118	2	MS	6040.27003	5832.064935	9.538324205	0.990790322	0.838415531	2795	PRJEB14900	ERP016581	1567	28.738786	-88.335619
ERR1545594	1	379	0.00264	19	10122	0.00188	2	MS	8239.572715	7917.00365	10.44832901	0.996516789	0.787225705	3520	PRJEB14900	ERP016581	1579	28.719603	-88.3447
ERR1545595	1	412	0.00243	15	10075	0.00149	2	MS	7545.257862	7067.160988	10.45633512	0.997266263	0.799411765	3428	PRJEB14900	ERP016581	1579	28.719603	-88.3447
ERR1545596	2	375	0.00533	39	10141	0.00385	2	MS	6175.414108	5924.864253	9.402384361	0.989705594	0.838137255	2745	PRJEB14900	ERP016581	1350	28.672508	-88.435906
ERR1545597	0	364	0	0	10157	0	0	MS	6006.344587	5560.816886	9.349149381	0.989320008	0.843100745	2687	PRJEB14900	ERP016581	1350	28.672508	-88.435906
ERR1545598	2	384	0.00521	34	10101	0.00337	2	MS	6705.253508	6343.760437	9.740931463	0.990098084	0.823362381	3006	PRJEB14900	ERP016581	1582	28.713306	-88.401428
ERR1545599	1	414	0.00242	23	10146	0.00227	2	MS	6756.611329	6257.71529	10.0468845	0.992678116	0.819285365	3174	PRJEB14900	ERP016581	1582	28.713306	-88.401428
ERR1545608	1	419	0.00239	25	10131	0.00247	2	MS	8032.313715	7416.623177	10.48995589	0.9971371	0.787263544	3539	PRJEB14900	ERP016581	1003	28.806806	-88.561094
ERR1545609	2	399	0.00501	20	10145	0.00197	2	MS	8059.58639	7677.687175	10.44306062	0.997369161	0.788401254	3504	PRJEB14900	ERP016581	1003	28.806806	-88.561094
ERR1545612	0	365	0	0	10142	0	0	MS	6452.70801	6258.029206	9.479651246	0.98962204	0.83379067	2790	PRJEB14900	ERP016581	1545	28.639058	-88.471317
ERR1545613	2	360	0.00556	14	10154	0.00138	2	MS	6607.100395	6343.036344	9.493147127	0.989962365	0.827515199	2862	PRJEB14900	ERP016581	1545	28.639058	-88.471317
ERR1545614	0	428	0	0	10153	0	0	MS	8308.743345	7780.996815	10.81865572	0.998637591	0.781668786	3712	PRJEB14900	ERP016581	838	28.834111	-88.650017
ERR1545615	3	424	0.00708	47	10158	0.00463	2	MS	7005.244771	6708.560038	10.44509255	0.998134918	0.814010371	3233	PRJEB14900	ERP016581	1575.51	28.297258	-88.636311
ERR1545616	0	455	0	0	10110	0	0	MS	7549.300733	7222.540833	10.73788042	0.998523298	0.79675115	3552	PRJEB14900	ERP016581	1738.23	28.293817	-88.043539
ERR1545618	0	426	0	0	10136	0	0	MS	7048.415462	6653.000912	10.50080754	0.998142048	0.813746578	3276	PRJEB14900	ERP016581	1437.72	28.345175	-88.778517
ERR1545619	0	401	0	0	10130	0	0	MS	8066.89674	7307.798188	10.60831648	0.998153113	0.792148032	3518	PRJEB14900	ERP016581	1437.72	28.345175	-88.778517
ERR1545622	1	450	0.00222	19	10113	0.00188	2	MS	7281.170582	7027.243948	10.37866925	0.997313298	0.807184105	3317	PRJEB14900	ERP016581	1759.94	28.565414	-88.448072
ERR1545626	1	448	0.00223	7	10143	0.00069	0	MS	8673.584181	7972.969889	10.79239462	0.998556283	0.776253918	3722	PRJEB14900	ERP016581	492.93	28.87395	-88.756894
ERR1545629	0	420	0	0	10132	0	0	MS	7238.403257	7061.49187	10.32613622	0.997702351	0.811453744	3191	PRJEB14900	ERP016581	1303.41	28.265647	-88.923322
ERR1545634	2	595	0.00336	10	10203	0.00098	0	MS	4396.014284	4258.532787	10.20120421	0.997520654	0.874840982	2736	PRJEB14900	ERP016581	2286	28.11671	-88.071789
ERR1545636	0	444	0	0	10111	0	0	MS	7252.744574	6823.794425	10.58100417	0.998257327	0.807161726	3377	PRJEB14900	ERP016581	2101.8	28.086583	-88.516989
ERR1545638	1	428	0.00234	10	10155	0.00098	0	MS	7767.37464	7372.480035	10.71847959	0.998508653	0.796651655	3521	PRJEB14900	ERP016581	1766	27.654381	-88.637922
ERR1545643	0	419	0	0	10147	0	0	MS	6827.174055	6599.494898	10.08650986	0.993691879	0.82103303	3099	PRJEB14900	ERP016581	1543.74	28.734822	-88.362208
ERR1545644	2	460	0.00435	13	10141	0.00128	2	MS	5995.345312	5877.302013	9.802002552	0.993017143	0.840204162	2803	PRJEB14900	ERP016581	1543.74	28.734822	-88.362208
ERR1545651	2	357	0.0056	29	10136	0.00286	2	MS	6307.905181	5898.013921	9.440841844	0.989681994	0.839451787	2714	PRJEB14900	ERP016581	1492.95	28.74491944	-88.374242
ERR1545652	2	355	0.00563	42	10131	0.00415	2	MS	6514.660649	6217.487613	9.595833425	0.991973655	0.832712662	2823	PRJEB14900	ERP016581	1492.95	28.74491944	-88.374242
ERR1545653	0	386	0	0	10094	0	0	MS	7171.291795	6729.348928	10.32783402	0.997736196	0.815184424	3179	PRJEB14900	ERP016581	2389	28.557089	-87.760689
ERR1545655	1	418	0.00239	28	10132	0.00276	2	MS	7475.738103	7134.480909	10.57873894	0.998266298	0.803969496	3395	PRJEB14900	ERP016581	2309	28.580933	-87.885731
ERR1545656	2	412	0.00485	27	10092	0.00268	2	MS	8540.171855	7999.391586	10.84041769	0.998569219	0.778311129	3735	PRJEB14900	ERP016581	1883.55	28.570086	-88.02335
ERR1545658	3	479	0.00626	41	10100	0.00406	2	MS	8224.342712	7873.345853	10.94731955	0.998821685	0.778474809	3792	PRJEB14900	ERP016581	1819	28.672442	-88.233931
ERR1545659	1	456	0.00219	7	10161	0.00069	0	MS	8392.38355	8012.166411	10.96125972	0.998773306	0.774199863	3862	PRJEB14900	ERP016581	1819	28.672442	-88.233931
ERR1545660	1	424	0.00236	25	10116	0.00247	2	MS	7483.033106	7319.033395	10.37529809	0.996169968	0.801291459	3390	PRJEB14900	ERP016581	1617.64	28.70304444	-88.36095278
ERR1545661	2	408	0.0049	43	10132	0.00424	2	MS	7681.329123	7265.980591	10.22318454	0.995219163	0.800979432	3337	PRJEB14900	ERP016581	1617.64	28.70304444	-88.36095278
ERR1545662	2	408	0.0049	24	10142	0.00237	2	MS	7946.113559	7327.393186	10.37370051	0.997318427	0.799412916	3354	PRJEB14900	ERP016581	1172	28.710903	-88.748325
ERR1545663	0	401	0	0	10166	0	0	MS	6771.057939	6778.004338	9.935459987	0.993618293	0.821239977	3062	PRJEB14900	ERP016581	1402.39	28.41556667	-88.704275
ERR1545664	1	391	0.00256	14	10132	0.00138	2	MS	7188.635876	7003.11122	10.32484443	0.996900114	0.811305966	3244	PRJEB14900	ERP016581	1402.39	28.41556667	-88.704275
ERR1545665	2	402	0.00498	25	10047	0.00249	2	MS	7860.787774	7240.629784	10.39167674	0.996414405	0.794816415	3460	PRJEB14900	ERP016581	1286.42	28.44705556	-88.75934167
ERR1545666	1	398	0.00251	11	10159	0.00108	2	MS	7984.141885	7341.76087	10.33312794	0.996488779	0.79514059	3423	PRJEB14900	ERP016581	1286.42	28.44705556	-88.75934167
ERR1545667	0	391	0	0	10122	0	0	MS	6779.579865	6584.159223	9.837858636	0.989167451	0.817291687	3144	PRJEB14900	ERP016581	1535	28.730175	-88.416986
ERR1545668	0	411	0	0	10117	0	0	MS	7151.491948	6859.642023	9.83092878	0.990202908	0.811049074	3170	PRJEB14900	ERP016581	1535	28.730175	-88.416986
ERR1545670	1	405	0.00247	23	10148	0.00227	2	MS	6294.330151	5781.348928	9.591302783	0.98977785	0.834509112	2886	PRJEB14900	ERP016581	1422.23	28.688081	-88.418439
ERR1545672	2	653	0.00306	13	10217	0.00127	2	MS	3024.835069	3080.877778	9.609986244	0.992831966	0.917492397	2173	PRJEB14900	ERP016581	1577.91	28.575208	-88.537842
ERR1545673	1	411	0.00243	8	10115	0.00079	0	MS	7878.824157	7308.203608	10.42020155	0.996394046	0.793821555	3452	PRJEB14900	ERP016581	1515.83	28.51414444	-88.60056944
ERR1545674	1	426	0.00235	18	10124	0.00178	2	MS	8241.159553	8084.867871	10.49081539	0.997367131	0.787673917	3499	PRJEB14900	ERP016581	1515.83	28.51414444	-88.60056944
ERR1545675	3	428	0.00701	45	10080	0.00446	2	MS	7294.026993	6867.415686	9.965180115	0.99462124	0.812223206	3120	PRJEB14900	ERP016581	1193.54	28.32465833	-88.93966111
ERR1545676	0	417	0	0	10080	0	0	MS	7395.502136	7169.890625	9.977543222	0.993851022	0.807454027	3195	PRJEB14900	ERP016581	1193.54	28.32465833	-88.93966111
ERR1546940	0	298	0	0	10191	0	0	NSS	3997.859686	3982.067669	8.5753565	0.987223014	0.897488518	1865	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546941	0	322	0	0	10150	0	0	NSS	4166.033082	4117.501618	9.037847394	0.992996563	0.891006843	2026	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546942	0	340	0	0	10171	0	0	NSS	4110.846751	3940.133238	9.198465008	0.994228997	0.890670839	2098	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546945	0	310	0	0	10172	0	0	NSS	3794.138592	3813.715909	9.019801405	0.992282248	0.897568597	1990	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546950	0	359	0	0	10161	0	0	NSS	4266.539877	4225.121988	9.189027692	0.992466856	0.887063655	2141	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546953	0	322	0	0	10165	0	0	NSS	4098.390499	3989.625392	8.944538495	0.990886387	0.892026578	2019	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546965	0	266	0	0	10181	0	0	NSS	2924.801124	2999.539409	8.180107474	0.984557026	0.924061767	1459	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546966	0	270	0	0	10165	0	0	NSS	2933.406887	2947.63617	8.423068811	0.988002155	0.922423058	1546	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546970	0	277	0	0	10180	0	0	NSS	2706.400753	2690.184091	8.231117969	0.985898753	0.929073857	1433	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546994	0	224	0	0	10191	0	0	NSS	1880.34248	1804.347826	7.515217918	0.982598275	0.950923844	1079	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1546999	0	240	0	0	10184	0	0	NSS	1986.346251	1968.390805	7.647708711	0.984849004	0.94834165	1096	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1547000	0	246	0	0	10174	0	0	NSS	2262.103175	2448.029032	7.990068868	0.989589589	0.941711491	1196	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1547001	0	240	0	0	10177	0	0	NSS	2441.968136	2560.423529	7.982667679	0.987371428	0.936644505	1272	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1547002	0	240	0	0	10170	0	0	NSS	2135.993808	2226.628125	7.703105424	0.983458562	0.94465089	1162	PRJEB14909	ERP016588	0	64.49	-157.75
ERR1547131	0	335	0	0	10186	0	0	NSS	4819.054512	4774.018786	9.261495694	0.991503026	0.873300068	2298	PRJEB14912	ERP016592	0	38.99	-123.07
ERR1547132	0	343	0	0	10164	0	0	NSS	4631.970076	4608.124294	9.177040269	0.990255819	0.876512841	2264	PRJEB14912	ERP016592	0	38.99	-123.07
ERR1547136	0	349	0	0	10180	0	0	NSS	4552.795805	4347.028967	9.525574695	0.995323569	0.877707006	2314	PRJEB14912	ERP016592	0	38.99	-123.07
ERR1547138	0	369	0	0	10127	0	0	NSS	4472.341285	4437.734247	9.385757537	0.992753481	0.878706734	2273	PRJEB14912	ERP016592	0	38.99	-123.07
ERR1547145	0	342	0	0	10182	0	0	NSS	4590.002557	4448.428571	9.153694909	0.99074839	0.87744906	2256	PRJEB14912	ERP016592	0	38.99	-123.07
ERR1547173	0	252	0	0	10201	0	0	NSS	2678.597056	2840.063131	8.155144477	0.984265743	0.928767123	1426	PRJEB14912	ERP016592	0	18.13	-66.93
ERR1547175	0	240	0	0	10226	0	0	NSS	2289.165585	2315.321608	7.886717075	0.978757928	0.938082029	1281	PRJEB14912	ERP016592	0	18.13	-66.93
ERR1547182	0	256	0	0	10218	0	0	NSS	2341.312585	2527.755155	8.138717351	0.984362193	0.936351193	1370	PRJEB14912	ERP016592	0	18.13	-66.93
ERR1557980	0	461	0	0	10112	0	0	MS	5996.455923	5717.292969	9.62585315	0.994907305	0.848863525	2567	PRJEB15044	ERP016734	0	-23.14	-44.17
ERR1557985	0	476	0	0	10157	0	0	MS	5928.781051	5678.056064	9.623084725	0.991798678	0.844810673	2708	PRJEB15044	ERP016734	0	-22.85	-43.23
ERR1557988	2	498	0.00402	15	10199	0.00147	2	SW	3156.742181	3249.511327	9.323648414	0.994795098	0.913424604	1902	PRJEB15044	ERP016734	0	-22.95	-42.33
ERR1557996	2	463	0.00432	18	10235	0.00176	2	SW	1788.381106	1875.327189	8.527733598	0.987207074	0.954509804	1348	PRJEB15044	ERP016734	0	-22.94	-42.39
ERR1558020	0	362	0	0	10160	0	0	NSS	4343.907087	4304.176218	9.345794219	0.995020555	0.877683065	2186	PRJEB15045	ERP016735	0	69.434	161.716
ERR1558032	0	320	0	0	10198	0	0	NSS	4459.153034	4434.280063	9.156241979	0.992920209	0.883559637	2142	PRJEB15045	ERP016735	0	69.446	161.752
ERR1558034	0	311	0	0	10184	0	0	NSS	3446.069776	3349.108475	8.82130122	0.992683009	0.909393346	1784	PRJEB15045	ERP016735	0	69.446	161.752
ERR1558037	0	444	0	0	10197	0	0	NSS	1950.930258	1994.503937	8.846731161	0.993449476	0.946402349	1424	PRJEB15045	ERP016735	0	69.446	161.752
ERR1558054	0	494	0	0	10195	0	0	NSS	3049.809321	3161.014235	9.222366605	0.995006702	0.917417712	1819	PRJEB15045	ERP016735	0	68.74776	161.59458
ERR1558058	0	508	0	0	10168	0	0	NSS	1517.262918	1600.041885	8.41369405	0.987618995	0.964078909	1200	PRJEB15045	ERP016735	0	68.74792	161.60118
ERR1558061	0	461	0	0	10177	0	0	NSS	3537.669058	3536.495253	9.17574636	0.993911277	0.905009313	1936	PRJEB15045	ERP016735	0	68.74792	161.60118
ERR1558077	0	593	0	0	10154	0	0	NSS	3811.536731	3648.550992	9.254058406	0.994288348	0.898101018	2058	PRJEB15045	ERP016735	0	74.48039	-20.55733
ERR1558084	0	535	0	0	10138	0	0	NSS	4370.654598	4212.55125	9.655010568	0.996082379	0.881752112	2317	PRJEB15045	ERP016735	0	74.46254	-20.54588
ERR1558764	0	265	0	0	10219	0	0	NSS	3355.185972	3162.615242	8.706444992	0.992565441	0.913769531	1677	PRJEB15055	ERP016746	0	45.04	-123.89
ERR1558771	0	336	0	0	10182	0	0	NSS	5032.691401	4880.681701	9.463916269	0.994953126	0.866568915	2406	PRJEB15055	ERP016746	0	44.23	-122.19
ERR1559040	0	567	0	0	10048	0	0	NSS	5574.344742	5377.885356	10.23017343	0.994730053	0.847363281	2968	PRJEB15061	ERP016752	0	41.841521	-88.230357
ERR1559043	0	583	0	0	10074	0	0	NSS	4719.125895	4484.004167	9.468760758	0.980322882	0.870084132	2589	PRJEB15061	ERP016752	0	41.841521	-88.230357
ERR1559046	0	540	0	0	10034	0	0	NSS	5209.228794	5119.921569	9.885478936	0.990973333	0.857422066	2751	PRJEB15061	ERP016752	0	41.841521	-88.230357
ERR1559052	0	578	0	0	10068	0	0	NSS	4895.787162	4768.630108	9.962982105	0.99289625	0.865395894	2696	PRJEB15061	ERP016752	0	41.841521	-88.230357
ERR1559058	0	555	0	0	10069	0	0	NSS	4581.286031	4557.363184	9.686224043	0.99115518	0.875097733	2479	PRJEB15061	ERP016752	0	41.841508	-88.230357
ERR1559059	0	538	0	0	10057	0	0	NSS	4381.655507	4366.2	9.602303948	0.99132099	0.880887239	2380	PRJEB15061	ERP016752	0	41.841508	-88.230357
ERR1559061	0	568	0	0	9915	0	0	NSS	5904.540221	5706.202335	10.21245363	0.993827996	0.839538747	3032	PRJEB15061	ERP016752	0	41.841508	-88.230357
ERR1559067	0	530	0	0	10035	0	0	NSS	4688.601498	4715.494962	9.77214399	0.991170406	0.872460938	2518	PRJEB15061	ERP016752	0	41.841508	-88.230357
ERR1559071	0	538	0	0	10054	0	0	NSS	4337.790031	4323.324219	9.377071417	0.98606282	0.88172569	2341	PRJEB15061	ERP016752	0	41.841508	-88.230357
ERR1559074	0	546	0	0	10046	0	0	NSS	5150.492941	4934.913793	9.762782441	0.990304495	0.860176125	2669	PRJEB15061	ERP016752	0	41.841508	-88.230357
ERR1559075	0	511	0	0	10062	0	0	NSS	4763.249357	4559.869021	9.539270733	0.987663536	0.870703125	2518	PRJEB15061	ERP016752	0	41.841508	-88.230357
ERR1559076	0	490	0	0	10097	0	0	NSS	4568.324984	4345.529412	9.299221026	0.983766306	0.875610709	2409	PRJEB15061	ERP016752	0	41.841508	-88.230357
ERR1559080	0	575	0	0	10047	0	0	NSS	5084.448971	4873.717476	9.926024092	0.990184526	0.859321537	2806	PRJEB15061	ERP016752	0	41.841514	-88.230357
ERR1559081	0	531	0	0	9976	0	0	NSS	5446.32122	5108.268022	9.811149314	0.987226419	0.850474606	2882	PRJEB15061	ERP016752	0	41.841514	-88.230357
ERR1559082	0	522	0	0	9964	0	0	NSS	5174.485997	4904.623218	9.445666034	0.978515709	0.858722239	2705	PRJEB15061	ERP016752	0	41.841514	-88.230357
ERR1559084	0	583	0	0	9979	0	0	NSS	5341.97134	5052.0918	10.09350969	0.992613274	0.851960497	2942	PRJEB15061	ERP016752	0	41.841514	-88.230357
ERR1559090	0	564	0	0	9981	0	0	NSS	5148.086589	4954.9	9.741554311	0.986360225	0.857617837	2776	PRJEB15061	ERP016752	0	41.841514	-88.230357
ERR1559092	0	523	0	0	10008	0	0	NSS	4966.936581	4868.337336	9.835961316	0.989988956	0.863449893	2689	PRJEB15061	ERP016752	0	41.841514	-88.230357
ERR1559093	0	542	0	0	10065	0	0	NSS	4677.718037	4407.117587	9.514084416	0.981644221	0.871667155	2600	PRJEB15061	ERP016752	0	41.841514	-88.230357
ERR1559095	0	606	0	0	9997	0	0	NSS	5234.236807	5059.600926	10.037421	0.990712777	0.853398533	2921	PRJEB15061	ERP016752	0	41.841514	-88.230357
ERR1559101	0	524	0	0	10016	0	0	NSS	4485.484915	4482.508393	9.671417119	0.990319453	0.876611958	2500	PRJEB15061	ERP016752	0	41.841521	-88.230357
ERR1559104	0	505	0	0	10059	0	0	NSS	4498.830278	4397.074419	9.376996405	0.984016105	0.875842532	2473	PRJEB15061	ERP016752	0	41.841521	-88.230357
ERR1559116	0	483	0	0	10012	0	0	NSS	5031.386	4872.516771	9.530583703	0.983429867	0.860826253	2702	PRJEB15061	ERP016752	0	41.841521	-88.230357
